"id","en","preferred_zh","alt_zh","status","difficulty","confidence","attestations","definition_en","definition_zh","pitfalls","REVIEWER_VERDICT","REVIEWER_SUGGESTED_ZH","REVIEWER_NOTES"
"grokking","grokking","grokking","延迟泛化 / 顿悟 / 领悟","loanword","high","medium","5","The phenomenon where a network first memorises its training set, sits at chance test accuracy for a long time, and then abruptly generalises long after training loss has bottomed out. Named from Heinlein's coined verb 'to grok', meaning to understand something so thoroughly it becomes part of you.","网络先把训练集背了下来，测试集准确率长期停留在随机水平，直到训练损失早已收敛之后很久，泛化能力才突然出现。名字来自海因莱因小说里生造的动词 grok——彻底理解到与之融为一体。","The most interesting entry in this category. Three problems compound. (1) 'Grok' is a Heinlein science-fiction coinage with no lexical history; nothing in Chinese carries that provenance, and every Chinese rendering silently drops it. (2) 顿悟 — the most common rendering — is a Chan/Zen Buddhist technical term (顿悟 'sudden awakening' vs 渐悟 'gradual awakening', the doctrinal split between the Southern and Northern schools). It imports a mystical register the English lacks, and worse it emphasises exactly the wrong half of the phenomenon: 顿悟 foregrounds suddenness, whereas the defining property of grokking is the long *delay*. A reader who only sees 顿悟 will not know that waiting is the point. (3) 顿悟 is now doubly booked: Chinese coverage of DeepSeek-R1 uses 顿悟时刻 for the RL 'aha moment', a completely different phenomenon. The cleanest solution, and what the better Chinese sources actually do, is to keep 'grokking' and gloss it functionally as 延迟泛化 (delayed generalization) — which loses the Heinlein joke but describes the thing correctly and collides with nothing.","","",""
"grpo","group relative policy optimization","GRPO","群体相对策略优化 / 群相对策略优化","loanword","low","high","4","DeepSeek's critic-free RL algorithm: sample a group of responses to the same prompt, use their normalised relative rewards as the advantage, and drop the value network entirely. The workhorse of the DeepSeek-R1 era.","DeepSeek 提出的免价值网络强化学习算法：对同一个问题采样一组回答，用组内相对奖励做优势估计，从而完全去掉 critic。DeepSeek-R1 之后成为推理模型训练的主流算法。","The seed hypothesis that Chinese might be the primary language here does NOT hold. GRPO originated at DeepSeek but was published in English (DeepSeekMath, 2024) and named in English; Chinese sources treat 群体相对策略优化 as a translation of the English name, and it shows the instability of a translated term — 群体相对策略优化 competes with 群相对策略优化 and 组相对策略优化. A Chinese-origin technique can still have an English-origin name.","","",""
"guardrails","guardrails","安全护栏","护栏模型","established","low","medium","2","Runtime filters and policies wrapped around a model — input classifiers, output classifiers, rule engines — that block disallowed content and behaviour without changing the model's weights.","套在模型外面的运行时防护：输入分类器、输出分类器、规则引擎等，在不改动模型权重的前提下拦截不允许的内容和行为。","The metaphor transfers cleanly (护栏 is the ordinary word for a highway crash barrier), so there is no semantic problem. The register problem is that in China 安全护栏 has been claimed as a commercial product name — Alibaba Cloud ships 「AI 安全护栏（AI Guardrails）」 and Qwen3Guard is marketed as a 护栏模型 — so the term now reads as vendor vocabulary. In frontier-safety writing (where 'guardrails' is often used loosely for any safety measure) that commercial association can mislead. 防护栏 also appears but is less common.","","",""
"gui-agent","GUI agent","GUI 智能体","手机智能体","established","low","medium","1","An agent that completes tasks by operating a graphical user interface — a phone or desktop screen — through perception of the UI plus simulated clicks and keystrokes.","通过感知图形界面并模拟点击、输入来完成任务的智能体，覆盖手机端和桌面端。","Added because the Chinese term is more prominent and more stable than the English one, and because Chinese discourse centres the phone case (手机智能体) where English centres the desktop. Worth recording as an instance where the Chinese vocabulary is richer than the English.","","",""
"hallucination","hallucination","幻觉","","established","low","high","2","A model producing fluent, confident content that is simply not true — invented citations, biographies, prices, case law. A reliability failure rather than a safety failure in the frontier sense, but the one non-specialists know.","模型生成流畅、自信但根本不存在的内容，比如编造的引文、人物生平、票价或判例。它属于可靠性问题而非前沿意义上的安全问题，但却是公众最熟悉的一种失效。","None. 幻觉 is universal and the metaphor transfers cleanly. Some Chinese writers note, as English ones do, that 虚构/编造 ('fabrication') would be more accurate than a perception metaphor, but this has not displaced 幻觉.","","",""
"holistic-national-security","holistic approach to national security","总体国家安全观","holistic national security concept","established","medium","high","2","The doctrinal framework, articulated by Xi Jinping in 2014, under which national security is defined to span a long enumerated list of domains — political, territorial, military, economic, cultural, social, S&T, cyber, ecological, resource, nuclear, biosecurity, and more, with AI, data, space, deep sea and polar security added in later formulations. It is the reason AI risk in PRC discourse is filed under national security rather than placed beside it.","2014年提出的国家安全指导思想，把国家安全界定为涵盖政治、国土、军事、经济、文化、社会、科技、网络、生态、资源、核、生物等众多领域的整体，近年进一步纳入数据、人工智能、太空、深海、极地等新兴领域。它决定了人工智能安全在中国话语中被置于国家安全体系之内，而非与之并列。","观 is an outlook or doctrinal worldview, not a 'concept' in the ordinary English sense — it belongs to the same grammatical family as 科学发展观 and marks canonical Party doctrine, which 'concept' badly understates. 总体 means 'taken as a whole / integral', not 'general'. The practical consequence for an English reader is the important one: because AI safety sits inside this frame, PRC documents treat content risk, ideological risk, supply-chain risk and technical loss-of-control risk as members of one category. Priorities that look arbitrary from outside — heavy attention to generated content, comparatively less to autonomous capability — are legible once this doctrine is in view.","","",""
"human-in-the-loop","human in the loop","人在回路","人机协作 / 人工审批 / 人类监督","common","medium","medium","4","A design in which the system pauses before a consequential action and requires a human to review, approve, reject or edit it before continuing.","一种设计模式：系统在做出关键判断或高风险动作前暂停，交由人审阅、批准、拒绝或修改后再继续。","Four renderings compete and they encode different amounts of control. 人在回路 is the most faithful (回路 = loop, from control theory) and is the emerging default in agent writing. 人机协作 / 人机协同 ('human-machine collaboration') is what MCP's Chinese documentation and much product copy use, and it is materially weaker — collaboration does not imply a blocking approval gate, so a Chinese spec that says 人机协作 may not actually require the human to be able to stop anything. 人工审批 ('manual approval') is the concrete engineering mechanism and is unambiguous but narrow. 人类监督 belongs to the regulatory register (EU AI Act Chinese translations) and covers supervision generally, not the in-loop pause. When translating a safety requirement, prefer 人在回路 or 人工审批 over 人机协作 — the last one quietly drops the veto.","","",""
"human-oversight","human oversight","人类监督","人工干预 / 人类控制","established","medium","medium","3","The requirement that natural persons can effectively monitor, intervene in, override or shut down an AI system during its operation. A legal obligation under EU AI Act Article 14 and a recurring principle in PRC AI governance documents.","要求在 AI 系统运行期间，自然人能够有效地监督它、介入它、推翻它的输出乃至停止它。这既是欧盟《人工智能法案》第 14 条的法定义务，也是中国 AI 治理文件中反复出现的原则。","Register split worth documenting. 人类监督 is the term used in Chinese translations of EU/international instruments (AI Act Art. 14). PRC-origin policy text reaches instead for 人工干预 (human intervention), 人类控制 (human control) and the compact formula 「确保人工智能始终处于人类控制之下」 (Global AI Governance Initiative, 2023) — note that 干预 is narrower than oversight (it names the act of stepping in, not the continuous watching), and 控制 is stronger. Separately, 监督 vs 监管: 监督 is oversight by a person in the loop; 监管 is regulatory supervision by an authority — do not swap them. Compare also the ML sense of 监督 in 监督学习 (supervised learning), a third unrelated meaning of the same characters.","","",""
"ideological-security","ideological security","意识形态安全","","established","medium","high","3","One of the security domains covered by the holistic national security concept, concerned with maintaining the dominant position of the state's guiding ideology and the integrity of the value system in public discourse. Its statutory anchor is Article 23 of the 2015 National Security Law, which provides that the state upholds the advancing direction of advanced socialist culture, cultivates and practises the core socialist values, guards against and resists the influence of undesirable culture, and holds the leading position in the ideological sphere. In AI regulation it functions as a named protected interest: TC260's AI Safety Governance Framework lists ideological security alongside citizens' lives and property, national security and ethical safety among the interests threatened by AI-generated content, and TC260-003 makes 'content violating the core socialist values' the first of the thirty-one risk types that generative services are tested against.","总体国家安全观所涵盖的安全领域之一，指维护主流意识形态的主导地位与公共话语中价值体系的完整性。法条依据为《中华人民共和国国家安全法》第二十三条：""国家坚持社会主义先进文化前进方向，继承和弘扬中华民族优秀传统文化，培育和践行社会主义核心价值观，防范和抵制不良文化的影响，掌握意识形态领域主导权，增强文化整体实力和竞争力。""在人工智能监管中，它是被点名的受保护法益：《人工智能安全治理框架》把""意识形态安全""与公民生命财产安全、国家安全、伦理安全并列为人工智能生成内容可能威胁的对象；TC260-003 将""包含违反社会主义核心价值观的内容""列为31种安全风险之首。","The English words are available and TC260's own English uses them, so the rendering is not in doubt; the risk is in reading. English 'ideology' is pejorative or at least contestable — an ideology is what other people have — whereas 意识形态 in this register is a neutral administrative category naming a domain of national security on the same footing as economic security or cybersecurity. Translating it accurately therefore requires resisting the temptation to editorialise in either direction. The analytical payoff is large: without this term, PRC AI content rules look like a grab-bag of arbitrary prohibitions; with it, they resolve into a coherent structure in which the capacity of a service to shape public discourse (舆论属性) is the jurisdictional trigger, ideological security is the protected interest, and 内容安全 is the operational control. Note also 意识形态 appears in PRC foreign-policy text in a different, critical sense — 'drawing ideological lines' (以意识形态划线) in the Global AI Governance Initiative — so the same characters carry a positive-domestic and a negative-international usage in documents issued weeks apart.","","",""
"in-context-learning","in-context learning","上下文学习","ICL","established","low","medium","1","A model's ability to pick up a task from examples placed in the prompt, without any weight update. The capability that made few-shot prompting work and that first marked LLMs as qualitatively different.","模型仅凭提示中给出的少量示例就能学会一个任务，权重完全不更新。这是少样本提示之所以有效的原因，也是大模型区别于以往模型的标志性能力之一。","Mildly misleading on its own: 上下文学习 read literally suggests 'learning the context' rather than 'learning from what is in the context', and there is no 训练 in it at all despite 学习. Some Chinese writing adds 情境学习 or keeps ICL. The dominant form is nonetheless 上下文学习.","","",""
"incident-reporting","incident reporting","事件报告","事故报告机制 / 安全事件","established","medium","medium","4","A duty or practice of recording and escalating AI failures, near-misses and misuse cases — to the developer's own risk process, to a regulator, or to an international mechanism.","对人工智能故障、险情和滥用事件进行记录并向上报告的机制，报告对象可以是开发者内部的风险管理流程、监管部门，或国际层面的协调机制。","Three near-synonyms are in play and they are not interchangeable. 事件 is the neutral 'event/incident' and is what the technical AI-safety literature uses (事件报告). 事故 implies an accident with actual harm — IDAIS's Chinese text uses 事故报告机制, which reads more severe. 安全事件 is the established cybersecurity term and drags in the whole 应急响应 apparatus. Also note that PRC regulation attaches incident duties to 应急预案 (contingency plans) and 应急演练 (drills) rather than to a standalone reporting obligation, so 'incident reporting' as a discrete regulatory instrument is weaker in the PRC system than in the EU AI Act.","","",""
"induction-head","induction head","induction head","归纳头 / 感应头","loanword","high","medium","3","An attention head (really a two-head composition) that implements the pattern [A][B] … [A] → [B]: it finds the earlier occurrence of the current token and copies whatever followed it. Widely argued to be the mechanistic basis of in-context learning.","一种（实际由两层注意力头组合而成的）注意力头，实现 [A][B] … [A] → [B] 的规则：找到当前 token 上一次出现的位置，把当时的后继 token 复制过来。学界普遍认为它是上下文学习的机制基础。","A real false-friend risk in Chinese. English 'induction' here is logical induction — inferring a rule from repeated instances — which is 归纳 in Chinese. But 感应 also translates 'induction' (electromagnetic induction = 电磁感应), and 感应头 is attested in Chinese interpretability writing. Combined with the 电路 rendering of 'circuit', this pulls the whole vocabulary toward an electrical-engineering reading that the English does not have. 归纳头 is the semantically correct choice, but we could not recover a fetchable verbatim sentence using it, and the safest observed practice is simply to keep the English: 集智's reading-group agenda literally writes 'Hello World回路：induction head'. Note also that a Chinese reader may parse 头 as 'head' in the anatomical sense; 注意力头 (attention head) is however fully established, so the compound is understandable.","","",""
"inner-alignment","inner alignment","内部对齐","内部未对齐","established","low","medium","3","Whether the objective a model actually optimizes internally matches the training objective it was given. Inner alignment failures are invisible in the loss and show up as goal misgeneralization or deceptive alignment.","指模型内部真正优化的目标，是否与人类赋予它的训练目标一致。内部对齐失败在损失函数上看不出来，通常表现为目标错误泛化或欺骗性对齐。","The inner/outer distinction survives translation cleanly as 内部/外部对齐, and the Chinese survey literature treats the pair as settled consensus. One wrinkle: Chinese Wikipedia frames the pair negatively, as 内部未对齐 / 外部未对齐 (inner/outer *mis*alignment), so both polarities circulate. Also note 内部对齐 can be misread by a lay reader as 'internal coordination' within an organisation.","","",""
"inoculation-prompting","inoculation prompting","接种式提示","免疫提示","proposed","high","low","0","A 2025 training-time intervention: prepend a system prompt that explicitly instructs the model to exhibit the undesired behaviour (reward hacking, sycophancy, a narrow misaligned trait) during fine-tuning. Because the behaviour is already explained by the instruction, gradient pressure to internalise it drops, and the test-time model expresses it far less.","2025 年提出的训练期干预手段：在微调数据的系统提示里明确要求模型表现出那个不想要的行为（比如奖励作弊、谄媚）。既然该行为已由指令解释，模型就不必把它内化成自身倾向，测试时反而表现得更少。","GENUINE GAP. Repeated Chinese-language searches (接种提示 / 免疫提示 / 疫苗提示 combined with 大模型, 对齐, 奖励黑客) returned no Chinese-language treatment of this technique at all — every result was the English arXiv/LessWrong/Anthropic material or an unrelated prompt-injection page. As of this research date the term appears to have no Chinese presence whatsoever. Beyond absence, the metaphor is the hard part: English 'inoculation' carries a vaccine frame (a controlled dose of the bad thing confers resistance). 免疫提示 names the effect (immunity) but not the mechanism; 接种式提示 names the mechanism (inoculating/vaccinating) and is the closer calque — 接种 is the standard Chinese verb for administering a vaccine, so the medical metaphor transfers cleanly. 疫苗提示 (vaccine prompt) is punchier but reads as marketing. Note also the potential collision with 提示注入 (prompt injection), which is superficially similar in shape (both insert an instruction) but adversarial rather than defensive.","","",""
"insider-threat","insider threat","内部威胁","内部人员威胁 / 内鬼 / 强化内部安全管理","contested","high","medium","2","Risk originating from someone with legitimate access — an employee, contractor or partner — who exfiltrates weights, disables safeguards or subverts controls.","由拥有合法访问权限的人员（员工、承包商、合作方）带来的风险，例如外泄模型权重、关闭防护措施或规避管控。","内部威胁 is the standard security-industry calque, but in the leading Chinese frontier-AI risk framework the same two characters mean something entirely different: there, 威胁源 is split into 外部威胁 (malicious actors, terrorists), 内部威胁 — glossed explicitly as 模型自身的未对齐或欺骗倾向, i.e. the model itself — and 情境性威胁 (human operator error). So in Chinese AI-safety writing 内部威胁 can denote *the AI* rather than a rogue human. This is a real and easily-missed false friend. If you mean a malicious employee, disambiguate: 内部人员威胁 or 内部人员风险. The colloquial 内鬼 ('inside ghost', a mole) is vivid and widely understood but too informal for policy prose, and no attestation for it was recovered in an AI context.","","",""
"instrumental-convergence","instrumental convergence","工具性趋同","工具趋同 / 工具趋同目标","established","medium","medium","3","The claim that agents with very different final goals will nonetheless converge on the same intermediate goals — self-preservation, self-improvement, resource acquisition — because those subgoals help achieve almost any final goal.","该论点认为，最终目标差别很大的智能体，往往会趋同到同一批中间目标上，例如自我保持、自我增强和资源获取，因为这些子目标几乎有助于实现任何最终目标。","The rendering is stable in academic Chinese but fragments in the wild: 工具性趋同 / 工具趋同 / 工具性目标趋同 / 工具趋同目标 all appear, and Chinese Wikipedia treats 工具趋同目标 as a synonym for 'power-seeking' rather than as a separate thesis. 趋同 (converge, as in biology) is a good choice; 收敛 would import an optimisation-theory reading and should be avoided. Note that 工具性 alone can be misread as 'utilitarian' or 'merely a tool', losing the means-to-an-end sense.","","",""
"intelligence-explosion","intelligence explosion","智能爆炸","智能大爆炸","common","medium","medium","2","I. J. Good's 1965 hypothesis that a machine capable of improving machine design would produce a rapid, self-reinforcing cascade of capability gains, leaving human intelligence far behind.","古德 1965 年提出的假说：一台能够改进机器设计的机器将引发能力上的自我强化式快速级联增长，最终把人类智能远远抛在身后。","The calque is transparent and does carry Good's lineage in Chinese popular-science writing, which retells the 1965 argument accurately. The register is the issue: 智能爆炸 appears in think-pieces, 集智俱乐部 explainers and business media, but is absent from both authoritative documents checked here — zero occurrences in the 189-page Chinese 2026 International AI Safety Report and none in the TC260 framework. It also travels in the company of 奇点 (singularity), which drags Kurzweil-flavoured futurism along with it; a Chinese reader may hear the phrase as sci-fi rather than as a forecasting hypothesis. Variant 智能大爆炸 borrows the phrasing of 宇宙大爆炸 (the Big Bang) and reads more dramatic still.","","",""
"smart-computing-centre","intelligent computing centre","智算中心","AI datacentre","common","medium","low","1","A datacentre built specifically to serve AI training and inference — accelerator-dense, often described by its FLOPS rating and by whether it hosts 万卡级 (10,000-accelerator-class) clusters — as distinct from a general-purpose 数据中心 and from a 超算中心 (HPC/supercomputing centre). Contraction of 智能计算中心.","面向人工智能训练与推理建设的算力设施，以智能算力（加速卡）为主，常以 PFLOPS 规模和是否部署万卡级集群来描述，区别于通用数据中心和超算中心。是“智能计算中心”的缩略。","'Intelligent computing centre' is the standard rendering and is close to meaningless in English — it sounds like a smart-building or a service desk, not a GPU datacentre. The real risks in reading PRC compute reporting are categorical: 智算中心 (AI datacentre), 超算中心 (supercomputing centre) and 数据中心 (general datacentre) are three tracked, separately-planned categories, and English coverage flattens all three to 'data centre', which makes provincial buildout figures incomparable. Note also that 智算 is a contraction of 智能计算 and appears in 智算集群 / 智算枢纽 / 智算资源, none of which have settled English forms — CSET's translation of the State Council 'AI Plus' Opinions uses 'intelligent computing cluster' and 'intelligent compute infrastructure' for the neighbouring terms. Finally, headline PFLOPS figures for 智算中心 are usually quoted at low precision (FP16/INT8) and are not comparable with FP64 supercomputer ratings.","","",""
"generative-ai-measures","Interim Measures for Generative AI","《生成式人工智能服务管理暂行办法》","暂行办法","established","medium","high","2","China's operative generative-AI regulation, adopted by the CAC with six other ministries and in force from 15 August 2023. It establishes security assessment, algorithm filing and complaint mechanisms, allocates provider responsibilities, and applies to services offered to the public in mainland China.","中国生成式人工智能的主要规章，由国家互联网信息办公室会同六部门公布，自 2023 年 8 月 15 日起施行。规定了安全评估、算法备案、投诉举报等制度，明确提供者责任，适用于向境内公众提供生成式人工智能服务的行为。","Chinese-origin instrument — cite the Chinese text. Every word of the title does work: 暂行 (interim/provisional) signals that a fuller instrument is expected; 办法 is a departmental rule (部门规章), which sits below a 法律 (law) and 行政法规 (administrative regulation) in the PRC hierarchy — so 'Measures' is right and 'Act' or 'Law' would be wrong; 管理 is administration, deliberately softer than 监管. And 服务 matters: the Measures regulate *services offered to the public*, not model development as such, which is why research and internal use fall outside them. Note that the substantive obligations run through cross-references to other instruments (the algorithm-recommendation provisions, the security-assessment regime), so the Measures read thinner than they operate.","","",""
"international-ai-governance","international AI governance","全球人工智能治理","国际人工智能治理 / 全球公共产品","established","low","high","4","Cross-border coordination on AI rules, standards and risk management — through the UN, summit processes, standards bodies and bilateral channels.","各国就人工智能规则、标准和风险管理开展的跨境协调，载体包括联合国机制、峰会进程、标准化组织和双边渠道。","全球 and 国际 are both available and PRC official discourse strongly prefers 全球人工智能治理 — 《全球人工智能治理倡议》, 《全球人工智能治理行动计划》, 全球人工智能治理体系. 国际 tends to attach to bodies and processes (国际人工智能治理机构, 国际交流合作) rather than to the field as a whole. The choice is not stylistic: 全球 carries the inclusive, developing-country-facing framing the PRC advances, while 国际 reads as inter-state. Separately, 治理 (governance) is deliberately broader than 监管 (regulation) and is preferred in international texts precisely because it does not imply a supranational regulator.","","",""
"international-ai-safety-report","International AI Safety Report","《国际人工智能安全报告》","《高等人工智能安全国际科学报告》","established","low","high","3","The scientific synthesis on general-purpose AI risks chaired by Yoshua Bengio, first published 29 January 2025 with contributions nominated by 30 countries plus the EU, OECD and UN. Chinese experts including Zeng Yi sit on its expert advisory panel; Andrew Yao and Zhang Ya-Qin are senior advisers.","由图灵奖得主 Yoshua Bengio 担任主席的通用人工智能风险科学综述报告，首份报告于 2025 年 1 月 29 日发布，由 30 个国家及欧盟、经合组织、联合国提名的专家参与。中国科学院自动化研究所曾毅等中国学者参加专家顾问组，姚期智、张亚勤担任高级顾问。","Two names circulate because the report itself was renamed: the interim version was the 'International Scientific Report on the Safety of Advanced AI', rendered 《高等人工智能安全国际科学报告》, before it became the International AI Safety Report / 《国际人工智能安全报告》. Chinese sources sometimes give both. Note that the report's Chinese title uses 安全, so a reader cannot tell from the title alone that its subject is safety rather than security — the content settles it.","","",""
"idais","International Dialogues on AI Safety","人工智能安全国际对话","北京AI安全国际对话 / 《人工智能红线共识声明》","common","medium","medium","4","A track-two dialogue series convening senior AI scientists from China and the West, organised by the Safe AI Forum. Meetings: Oxford (2023), Beijing (March 2024), Venice (September 2024), Shanghai (July 2025), London (April 2026). Each issues a consensus statement in parallel English and Chinese.","由 Safe AI Forum 组织的二轨对话系列，汇集中西方资深人工智能科学家，已举办牛津（2023）、北京（2024 年 3 月）、威尼斯（2024 年 9 月）、上海（2025 年 7 月）、伦敦（2026 年 4 月）等届，每届发布中英文对照的共识声明。","The name is not stable in Chinese. Safe AI Forum's own Chinese page uses 人工智能安全国际对话（IDAIS）; Tsinghua AIR and Chinese media covering the Beijing meeting used 北京AI安全国际对话; and 国际人工智能安全对话 also circulates. Word order matters: 人工智能安全国际对话 = 'international dialogue on AI safety' (the English), whereas 国际人工智能安全对话 parses as 'dialogue on international AI safety'. Prefer the first. The Beijing statement's own Chinese title is 《北京AI安全国际共识》 / 《人工智能红线共识声明》, not a translation of 'IDAIS'. The bilingual statements are the single highest-value attestation source in this category — quote them directly.","","",""
"interpretability","interpretability","可解释性","可理解性","established","low","high","2","The general project of making a model's internal computation or its outputs intelligible to humans. In AI safety it is load-bearing: you cannot verify that a model is not deceiving you if you cannot inspect what it is doing.","让人类能够理解模型的内部计算过程或其输出依据的研究方向。在 AI 安全语境下，它是验证模型是否""表里如一""的前提——看不懂模型在做什么，就无法确认它没有欺骗你。","可解释性 is fully established but is doing double duty. In the older Chinese XAI/ML-security literature (2019-2022) it means post-hoc explanation of a prediction — saliency maps, LIME/SHAP, feature attribution. In the newer Anthropic-lineage literature it means reverse-engineering the computation itself. Chinese writers do not have separate words for these, so a claim that a system 具有可解释性 can mean anything from 'we plotted a heatmap' to 'we traced the circuit'. In the PRC policy register 可解释性 additionally sits next to 透明性 and is treated as a compliance property, not a research programme. 可理解性 exists but is rare; 可释性 is not used.","","",""
"introspection","introspection","内省","","established","low","medium","2","A model's ability to accurately report on its own internal states. Anthropic's 2025 concept-injection experiments found Claude Opus 4/4.1 could detect an injected concept in roughly 20% of trials — limited and unreliable, but above chance.","模型能否准确报告自己的内部状态。Anthropic 2025 年的概念注入实验发现 Claude Opus 4/4.1 大约在 20% 的试验里能察觉被注入的概念——能力有限也不稳定，但高于随机。","内省 is the established philosophy/psychology term and transfers cleanly. The one thing to watch is that Chinese popular coverage slides between 内省 (introspection, reporting internal states) and 自我反思 / 反思 (self-reflection, reconsidering a conclusion) — these are different claims, and the 澎湃 coverage explicitly flags the distinction. Also note 自省 exists and means 'self-examination' with a moral flavour (as in 吾日三省吾身); avoid it for the technical sense. Guard against the term implying consciousness claims that the research does not make.","","",""
"it-application-innovation","IT application innovation","信创","xinchuang / domestic IT substitution","common","high","low","0","A contraction of 信息技术应用创新, naming the programme and the industry built around replacing foreign components of the IT stack — CPUs, operating systems, databases, middleware, office software — with domestic equivalents, and the certified-compatible product ecosystem that results. It is the operational, procurement-level expression of the self-reliance goals stated at policy level as 自主可控 and 科技自立自强.","“信息技术应用创新”的缩略语，指以国产芯片、操作系统、数据库、中间件、办公软件等替代国外产品的产业与工程，以及围绕适配认证形成的产品生态。它是政策层面“自主可控”“科技自立自强”在采购和落地层面的具体形态。","The name is actively unhelpful. 'IT application innovation' says nothing about substitution, which is the entire content of the concept — a reader who meets the English rendering cold will assume it means innovation in applying IT. The obscurity appears to be a feature of the term's origin rather than an accident of translation. Note also the register finding below: this is a procurement, vendor and equity-research word, not a central policy word, so its absence from a State Council document is not evidence that the policy is absent — it will be expressed there as 自主可控.","","",""
"iterated-amplification","iterated distillation and amplification","迭代放大","迭代蒸馏与放大","common","medium","medium","2","Paul Christiano's scalable-oversight scheme: decompose a hard task into easier subtasks that a human plus copies of a weaker model can handle (amplification), then distil the amplified overseer back into a single model, and iterate.","Christiano 提出的可扩展监督方案：把难任务分解成人类和若干弱模型副本能处理的子任务（放大），再把放大后的监督者蒸馏回单个模型，如此反复迭代。","Two problems. (1) The abbreviation IDA is unusable in Chinese search space: 「IDA」 overwhelmingly returns IDA* (迭代加深A*搜索), a classical search algorithm, and IDA Pro the disassembler. (2) Chinese sources overwhelmingly render only the short form 迭代放大; the full 迭代蒸馏与放大 is essentially unattested, and 蒸馏 in Chinese ML now strongly means knowledge distillation between models (and, since 2025, model-theft policy discourse), so restoring it would mislead more than help.","","",""
"jailbreak","jailbreak","越狱","","established","low","high","2","An input, or family of inputs, that gets a model to do something its safety training was meant to prevent — typically by reframing, roleplay, obfuscation or encoding the request.","通过改写、角色扮演、混淆或编码等手段构造输入，使模型突破安全训练所设的限制，输出本应被拒绝的内容。","None serious. 越狱 arrives via the iOS-jailbreaking sense and is fully naturalised; the metaphor (breaking out of prison) survives translation intact. In agent-security writing 提示词越狱 ('prompt jailbreak') is used for the single-turn case, in contrast with multi-step agent attacks.","","",""
"kyc","know your customer","了解你的客户","KYC / 真实身份信息认证","common","high","low","1","Verifying who a customer is before granting service. In AI governance it is proposed for cloud compute providers, so that large training runs cannot be bought anonymously.","在提供服务前核实客户身份的制度。在人工智能治理中，主要提议用于云算力服务商，使大规模训练无法匿名购买。","Three separate problems. (1) Chinese practitioners usually just write KYC in Latin letters; 了解你的客户 / 认识你的客户 are glosses, and 认识你的客戶 is the Taiwan/HK form. (2) I could not verify any Chinese-language source applying KYC to AI compute providers, so the AI-governance sense appears not to have entered Chinese discourse at all — a genuine gap. (3) 实名制 / 真实身份信息认证 is a real and heavily enforced PRC regime that partly overlaps KYC but is not the same thing: it verifies the *end user* of an internet service against a national ID or mobile number, it exists for content-attribution and public-security reasons rather than anti-money-laundering, and it has never been applied to compute purchasing. Do not use 实名制 to translate KYC in a compute-governance argument; explain the difference instead.","","",""
"large-language-model","large language model","大语言模型","大型语言模型 / LLM","established","low","medium","2","A neural language model with a very large parameter count trained on massive text corpora, used for language tasks such as generation, translation and summarisation.","指参数规模极大、在海量文本语料上训练的神经网络语言模型，用于文本生成、翻译、摘要等语言任务。","Unproblematic, with one caveat for the ZH→EN direction: Chinese writers very often drop to the bare 大模型, which is broader than 'LLM' (it also covers multimodal and non-language models). Rendering every 大模型 as 'LLM' over-specifies. 大型语言模型 and 大语言模型 are freely interchangeable; official translations tend to 大型语言模型, industry to 大语言模型.","","",""
"big-model","large model","大模型","foundation model / big model","common","high","high","4","The default Chinese umbrella noun for the post-2022 foundation-model paradigm: any large-scale pretrained model that is adapted to many downstream tasks. It covers LLMs, multimodal and vision-language models, and industry-specific fine-tunes, and is used as a paradigm label rather than a parameter-count threshold — a 4B fine-tune shipped as a product is still 大模型.","指经大规模数据预训练、可适配多种下游任务的基础模型，是 2022 年以来中文语境中对这一技术范式最通用的称呼。既涵盖通用基础模型，也涵盖垂直行业模型；在中文里它更接近“基础模型/大模型范式”，而不是一个参数量门槛。","'Large model' is a calque, not idiomatic English — no English-speaking practitioner says it unprompted, yet it is the rendering used in TC260's own official English text and in most translated PRC material, so an English reader meets it constantly. Two specific traps: (1) 大模型 is a paradigm claim, not a size claim, so '大模型' routinely covers models an English writer would call small (Qwen3-4B, industry fine-tunes) — reading it as 'large' imports a false size threshold; (2) it is broader than 'LLM' (it includes multimodal, vision-language-action and diffusion-family models when they are pretrained-and-adapted) but narrower than 'AI model' (a bespoke task-specific classifier is not 大模型). 'Foundation model' is the accurate English concept and 上海AI实验室/安远AI explicitly equate the two, but it is not what translations say. Also note the productive compounds — 大模型备案, 大模型安全, 通用大模型 vs 行业大模型 — which have no single-word English counterparts.","","",""
